CASE_ID;SORTING;EVENTTIME;ACTIVITY_EN;Automation
457;3700;14/05/2018 19:47;Baking pizza ready;A
457;3701;14/05/2018 19:49;Start preparing pizza;B
457;3702;14/05/2018 19:53;Start baking pizza;A
457;3703;14/05/2018 19:55;Baking pizza ready;A
457;3704;14/05/2018 19:56;Plan route;A
457;3705;14/05/2018 20:00;Departure pizza;A
457;3706;14/05/2018 20:02;Pizza arrives at customer;B
457;3707;14/05/2018 20:18;Payment customer;A
459;3708;16/05/2018 07:02;Order by phone;A
459;3709;16/05/2018 07:04;Start preparing pizza;A
459;3710;16/05/2018 07:09;Start baking pizza;B
459;3711;16/05/2018 07:14;Baking pizza ready;A
459;3712;16/05/2018 07:16;Plan route;A
459;3713;16/05/2018 07:21;Departure pizza;A
459;3714;16/05/2018 07:26;Pizza arrives at customer;A
459;3715;16/05/2018 07:34;Payment customer;B
460;3716;30/04/2018 11:17;Order at the counter (shop);A
460;3717;30/04/2018 11:19;Start preparing pizza;B
460;3718;30/04/2018 11:24;Start baking pizza;A
460;3719;30/04/2018 11:34;Payment customer;A
460;3720;30/04/2018 11:34;Baking pizza ready;B
461;3721;05/08/2018 07:30;Order by phone;A
461;3722;05/08/2018 07:31;Call Customer;A
461;3723;05/08/2018 07:31;Start preparing pizza;A
461;3724;05/08/2018 07:32;Start preparing pizza;A
461;3725;05/08/2018 07:33;Start baking pizza;A
461;3726;05/08/2018 07:42;Baking pizza ready;A
461;3727;05/08/2018 07:45;Plan route;A
461;3728;05/08/2018 07:46;Departure pizza;A
461;3729;05/08/2018 07:53;Pizza arrives at customer;B
461;3730;05/08/2018 08:09;Payment customer;A
462;3731;19/03/2018 11:32;Order at the counter (shop);A
462;3732;19/03/2018 11:34;Start preparing pizza;A
462;3733;19/03/2018 11:38;Start baking pizza;A
462;3734;19/03/2018 11:50;Baking pizza ready;B
462;3735;19/03/2018 11:51;Payment customer;B
463;3736;27/05/2018 01:31;Order by phone;A
463;3737;27/05/2018 01:33;Start preparing pizza;A
463;3738;27/05/2018 01:42;Call Customer;A
463;3739;27/05/2018 01:45;Start preparing pizza;A
463;3740;27/05/2018 01:48;Start baking pizza;A
463;3741;27/05/2018 01:55;Plan route;A
463;3742;27/05/2018 01:55;Baking pizza ready;A
463;3743;27/05/2018 01:59;Departure pizza;A
463;3744;27/05/2018 02:04;Pizza arrives at customer;B
463;3745;27/05/2018 02:19;Payment customer;A
464;3746;21/02/2018 14:21;Order by phone;A
464;3747;21/02/2018 14:22;Start preparing pizza;A
464;3748;21/02/2018 14:25;Start baking pizza;A
464;3749;21/02/2018 14:47;Baking pizza ready;B
464;3750;21/02/2018 14:51;Start preparing pizza;A
464;3751;21/02/2018 14:54;Start baking pizza;A
464;3752;21/02/2018 15:06;Baking pizza ready;A
464;3753;21/02/2018 15:09;Plan route;A
464;3754;21/02/2018 15:12;Departure pizza;A
464;3755;21/02/2018 15:21;Pizza arrives at customer;A
464;3756;21/02/2018 15:37;Payment customer;A
467;3757;02/03/2018 07:58;Order at the counter (shop);B
467;3758;02/03/2018 08:00;Start preparing pizza;B
467;3759;02/03/2018 08:04;Start baking pizza;A
467;3760;02/03/2018 08:08;Baking pizza ready;A
467;3761;02/03/2018 08:08;Payment customer;A
469;3762;15/06/2018 08:19;Order by phone;A
469;3763;15/06/2018 08:20;Start preparing pizza;A
469;3764;15/06/2018 08:24;Start baking pizza;A
469;3765;15/06/2018 08:25;Baking pizza ready;B
469;3766;15/06/2018 08:30;Plan route;A
469;3767;15/06/2018 08:32;Departure pizza;A
469;3768;15/06/2018 08:39;Pizza arrives at customer;A
469;3769;15/06/2018 09:17;Payment customer;A
471;3770;13/03/2018 03:46;Start order website;B
471;3771;13/03/2018 03:51;Approve order website;A
471;3772;13/03/2018 03:52;Receive order website;A
471;3773;13/03/2018 03:57;Call Customer;B
471;3774;13/03/2018 04:03;Start preparing pizza;B
471;3775;13/03/2018 04:07;Start baking pizza;A
471;3776;13/03/2018 04:16;Baking pizza ready;A
471;3777;13/03/2018 04:19;Plan route;A
471;3778;13/03/2018 04:21;Departure pizza;A
471;3779;13/03/2018 04:30;Pizza arrives at customer;A
471;3780;13/03/2018 05:07;Payment customer;B
472;3781;18/03/2018 19:48;Order by phone;A
472;3782;18/03/2018 19:51;Start preparing pizza;A
472;3783;18/03/2018 19:56;Start baking pizza;A
472;3784;18/03/2018 20:19;Baking pizza ready;A
472;3785;18/03/2018 20:23;Start preparing pizza;B
472;3786;18/03/2018 20:23;Start baking pizza;A
472;3787;18/03/2018 20:25;Baking pizza ready;B
472;3788;18/03/2018 20:32;Plan route;A
472;3789;18/03/2018 20:37;Departure pizza;A
472;3790;18/03/2018 20:40;Pizza arrives at customer;A
472;3791;18/03/2018 21:11;Payment customer;B
473;3792;11/05/2018 23:31;Order by phone;A
473;3793;11/05/2018 23:34;Start preparing pizza;A
473;3794;11/05/2018 23:43;Call Customer;A
473;3795;11/05/2018 23:46;Start baking pizza;A
473;3796;11/05/2018 23:46;Start preparing pizza;B
473;3797;11/05/2018 23:50;Baking pizza ready;A
473;3798;11/05/2018 23:55;Plan route;A
473;3799;11/05/2018 23:56;Departure pizza;B
473;3800;11/05/2018 23:57;Pizza arrives at customer;A
473;3801;12/05/2018 00:31;Payment customer;A
474;3802;23/05/2018 01:10;Order by phone;A
474;3803;23/05/2018 01:13;Start baking pizza;A
474;3804;23/05/2018 01:13;Start preparing pizza;A
474;3805;23/05/2018 01:24;Baking pizza ready;B
474;3806;23/05/2018 01:28;Plan route;A
474;3807;23/05/2018 01:32;Departure pizza;A
474;3808;23/05/2018 01:32;Pizza arrives at customer;A
474;3809;23/05/2018 01:33;Payment customer;A
475;3810;13/04/2018 19:44;Order by phone;A
475;3811;13/04/2018 19:47;Start preparing pizza;A
475;3812;13/04/2018 19:49;Start baking pizza;B
475;3813;13/04/2018 20:02;Baking pizza ready;B
475;3814;13/04/2018 20:04;Plan route;A
475;3815;13/04/2018 20:06;Departure pizza;A
475;3816;13/04/2018 20:13;Pizza arrives at customer;B
475;3817;13/04/2018 20:20;Payment customer;B
476;3818;14/04/2018 23:20;Start preparing pizza;A
476;3819;14/04/2018 23:20;Order by phone;A
476;3820;14/04/2018 23:26;Start baking pizza;B
476;3821;14/04/2018 23:29;Baking pizza ready;A
476;3822;14/04/2018 23:32;Plan route;A
476;3823;14/04/2018 23:32;Departure pizza;A
476;3824;14/04/2018 23:32;Pizza arrives at customer;A
476;3825;14/04/2018 23:55;Payment customer;B
477;3826;27/02/2018 22:19;Order by phone;A
477;3827;27/02/2018 22:21;Start preparing pizza;A
477;3828;27/02/2018 22:28;Start baking pizza;A
477;3829;27/02/2018 22:30;Baking pizza ready;A
477;3830;27/02/2018 22:34;Plan route;A
477;3831;27/02/2018 22:36;Departure pizza;A
477;3832;27/02/2018 22:45;Pizza arrives at customer;B
477;3833;27/02/2018 22:54;Payment customer;A
478;3834;30/03/2018 06:10;Start order website;A
478;3835;30/03/2018 06:11;Approve order website;A
478;3836;30/03/2018 06:12;Receive order website;A
478;3837;30/03/2018 06:20;Payment via credit card;B
478;3838;30/03/2018 06:28;Start preparing pizza;B
478;3839;30/03/2018 06:29;Start baking pizza;A
478;3840;30/03/2018 06:33;Baking pizza ready;A
478;3841;30/03/2018 06:38;Plan route;A
478;3842;30/03/2018 06:42;Departure pizza;A
478;3843;30/03/2018 06:47;Pizza arrives at customer;A
478;3844;30/03/2018 07:03;Pizza received;B
479;3845;24/02/2018 16:56;Order by phone;B
479;3846;24/02/2018 16:57;Start preparing pizza;A
479;3847;24/02/2018 17:04;Start baking pizza;A
479;3848;24/02/2018 17:14;Baking pizza ready;B
479;3849;24/02/2018 17:16;Plan route;A
479;3850;24/02/2018 17:18;Departure pizza;A
479;3851;24/02/2018 17:21;Pizza arrives at customer;A
479;3852;24/02/2018 17:59;Payment customer;A
480;3853;07/04/2018 02:40;Order by phone;A
480;3854;07/04/2018 02:43;Start preparing pizza;A
480;3855;07/04/2018 02:50;Start baking pizza;A
480;3856;07/04/2018 02:53;Baking pizza ready;B
480;3857;07/04/2018 02:55;Departure pizza;A
480;3858;07/04/2018 02:55;Plan route;A
480;3859;07/04/2018 02:57;Pizza arrives at customer;B
480;3860;07/04/2018 03:08;Payment customer;A
481;3861;30/07/2018 05:10;Order at the counter (shop);A
481;3862;30/07/2018 05:13;Start preparing pizza;A
481;3863;30/07/2018 05:19;Start baking pizza;A
481;3864;30/07/2018 05:28;Baking pizza ready;A
481;3865;30/07/2018 05:29;Payment customer;B
482;3866;05/06/2018 03:55;Order by phone;A
482;3867;05/06/2018 03:58;Start preparing pizza;A
482;3868;05/06/2018 04:02;Start baking pizza;B
482;3869;05/06/2018 04:19;Baking pizza ready;A
482;3870;05/06/2018 04:20;Start preparing pizza;A
482;3871;05/06/2018 04:27;Start baking pizza;A
482;3872;05/06/2018 04:28;Baking pizza ready;A
482;3873;05/06/2018 04:29;Plan route;A
482;3874;05/06/2018 04:33;Departure pizza;A
482;3875;05/06/2018 04:40;Pizza arrives at customer;A
482;3876;05/06/2018 05:15;Payment customer;A
483;3877;20/02/2018 08:45;Order at the counter (shop);A
483;3878;20/02/2018 08:46;Start preparing pizza;A
483;3879;20/02/2018 08:53;Start baking pizza;A
483;3880;20/02/2018 08:59;Baking pizza ready;B
483;3881;20/02/2018 09:00;Payment customer;B
484;3882;24/04/2018 04:54;Order by phone;A
484;3883;24/04/2018 04:55;Start preparing pizza;A
484;3884;24/04/2018 05:00;Call Customer;A
484;3885;24/04/2018 05:02;Start preparing pizza;B
484;3886;24/04/2018 05:04;Start baking pizza;A
484;3887;24/04/2018 05:16;Baking pizza ready;A
484;3888;24/04/2018 05:19;Plan route;A
484;3889;24/04/2018 05:24;Departure pizza;A
484;3890;24/04/2018 05:25;Pizza arrives at customer;B
484;3891;24/04/2018 05:43;Payment customer;A
485;3892;09/04/2018 00:13;Order by phone;B
485;3893;09/04/2018 00:13;Start preparing pizza;A
485;3894;09/04/2018 00:14;Start baking pizza;A
485;3895;09/04/2018 00:20;Baking pizza ready;B
485;3896;09/04/2018 00:25;Plan route;A
485;3897;09/04/2018 00:28;Departure pizza;A
485;3898;09/04/2018 00:37;Pizza arrives at customer;A
485;3899;09/04/2018 01:10;Payment customer;A
486;3900;01/04/2018 13:46;Order by phone;A
486;3901;01/04/2018 13:48;Start preparing pizza;B
486;3902;01/04/2018 13:50;Call Customer;A
486;3903;01/04/2018 13:52;Start preparing pizza;A
486;3904;01/04/2018 13:57;Start baking pizza;B
486;3905;01/04/2018 14:00;Baking pizza ready;A
486;3906;01/04/2018 14:04;Departure pizza;A
486;3907;01/04/2018 14:04;Plan route;A
486;3908;01/04/2018 14:11;Pizza arrives at customer;A
486;3909;01/04/2018 14:29;Payment customer;A
487;3910;14/03/2018 17:08;Order at the counter (shop);A
487;3911;14/03/2018 17:10;Start preparing pizza;A
487;3912;14/03/2018 17:12;Start baking pizza;A
487;3913;14/03/2018 17:24;Baking pizza ready;A
487;3914;14/03/2018 17:25;Payment customer;B
488;3915;23/03/2018 07:18;Order at the counter (shop);A
488;3916;23/03/2018 07:20;Start preparing pizza;A
488;3917;23/03/2018 07:27;Start baking pizza;B
488;3918;23/03/2018 07:30;Payment customer;A
488;3919;23/03/2018 07:30;Baking pizza ready;A
489;3920;08/03/2018 14:54;Start order website;B
489;3921;08/03/2018 14:55;Approve order website;A
489;3922;08/03/2018 14:55;Receive order website;A
489;3923;08/03/2018 14:58;Payment via credit card;A
489;3924;08/03/2018 15:04;Call Customer;A
489;3925;08/03/2018 15:06;Start preparing pizza;A
489;3926;08/03/2018 15:07;Start baking pizza;A
490;3927;02/07/2018 08:14;Order by phone;A
490;3928;02/07/2018 08:17;Start baking pizza;A
490;3929;02/07/2018 08:17;Start preparing pizza;A
490;3930;02/07/2018 08:17;Baking pizza ready;B
490;3931;02/07/2018 08:22;Plan route;B
490;3932;02/07/2018 08:23;Departure pizza;A
490;3933;02/07/2018 08:23;Pizza arrives at customer;A
490;3934;02/07/2018 09:01;Payment customer;A
491;3935;03/03/2018 13:12;Start order website;A
491;3936;03/03/2018 13:24;Receive order website;A
491;3937;03/03/2018 13:24;Approve order website;A
491;3938;03/03/2018 13:31;Payment via credit card;A
491;3939;03/03/2018 13:44;Start preparing pizza;B
491;3940;03/03/2018 13:51;Start baking pizza;A
491;3941;03/03/2018 14:00;Plan route;A
491;3942;03/03/2018 14:00;Departure pizza;A
491;3943;03/03/2018 14:00;Baking pizza ready;B
491;3944;03/03/2018 14:04;Pizza arrives at customer;A
491;3945;03/03/2018 14:23;Pizza received;A
492;3946;02/02/2018 12:49;Order by phone;A
492;3947;02/02/2018 12:51;Start preparing pizza;A
492;3948;02/02/2018 12:55;Start baking pizza;A
492;3949;02/02/2018 12:56;Baking pizza ready;B
492;3950;02/02/2018 12:59;Plan route;A
492;3951;02/02/2018 13:04;Departure pizza;B
492;3952;02/02/2018 13:05;Pizza arrives at customer;A
492;3953;02/02/2018 13:15;Payment customer;A
493;3954;06/02/2018 01:18;Start order website;A
493;3955;06/02/2018 01:31;Approve order website;A
493;3956;06/02/2018 01:32;Receive order website;A
493;3957;06/02/2018 01:36;Call Customer;A
493;3958;06/02/2018 01:43;Start baking pizza;A
493;3959;06/02/2018 01:43;Start preparing pizza;A
493;3960;06/02/2018 01:51;Baking pizza ready;A
493;3961;06/02/2018 01:51;Plan route;A
493;3962;06/02/2018 01:54;Departure pizza;B
493;3963;06/02/2018 02:02;Pizza arrives at customer;A
493;3964;06/02/2018 02:08;Payment customer;A
495;3965;21/01/2018 04:11;Order at the counter (shop);A
495;3966;21/01/2018 04:12;Start preparing pizza;A
495;3967;21/01/2018 04:18;Start baking pizza;A
495;3968;21/01/2018 04:18;Baking pizza ready;B
495;3969;21/01/2018 04:19;Payment customer;A
496;3970;10/06/2018 21:09;Start preparing pizza;B
496;3971;10/06/2018 21:09;Order by phone;A
496;3972;10/06/2018 21:16;Start baking pizza;A
496;3973;10/06/2018 21:39;Baking pizza ready;A
496;3974;10/06/2018 21:48;Start preparing pizza;A
496;3975;10/06/2018 21:53;Start baking pizza;A
496;3976;10/06/2018 21:54;Baking pizza ready;A
496;3977;10/06/2018 21:59;Plan route;A
496;3978;10/06/2018 22:01;Departure pizza;B
496;3979;10/06/2018 22:09;Pizza arrives at customer;A
496;3980;10/06/2018 22:16;Payment customer;A
497;3981;25/07/2018 00:15;Order by phone;A
497;3982;25/07/2018 00:18;Start preparing pizza;A
497;3983;25/07/2018 00:20;Start baking pizza;A
497;3984;25/07/2018 00:23;Baking pizza ready;A
497;3985;25/07/2018 00:24;Plan route;A
497;3986;25/07/2018 00:27;Departure pizza;A
497;3987;25/07/2018 00:31;Pizza arrives at customer;A
497;3988;25/07/2018 01:08;Payment customer;A
498;3989;29/04/2018 09:05;Order at the counter (shop);B
498;3990;29/04/2018 09:07;Start preparing pizza;B
498;3991;29/04/2018 09:14;Start baking pizza;A
498;3992;29/04/2018 09:22;Payment customer;B
498;3993;29/04/2018 09:22;Baking pizza ready;A
499;3994;20/02/2018 00:42;Order at the counter (shop);A
499;3995;20/02/2018 00:44;Start preparing pizza;A
499;3996;20/02/2018 00:48;Baking pizza ready;A
499;3997;20/02/2018 00:48;Start baking pizza;A
499;3998;20/02/2018 00:49;Payment customer;A
500;3999;18/03/2018 05:10;Order by phone;A
500;4000;18/03/2018 05:10;Start preparing pizza;A
500;4001;18/03/2018 05:11;Start baking pizza;A
500;4002;18/03/2018 05:24;Baking pizza ready;A
500;4003;18/03/2018 05:25;Plan route;B
500;4004;18/03/2018 05:30;Departure pizza;A
500;4005;18/03/2018 05:32;Pizza arrives at customer;B
500;4006;18/03/2018 05:59;Payment customer;A
501;4007;23/04/2018 15:03;Order by phone;A
501;4008;23/04/2018 15:04;Start preparing pizza;A
501;4009;23/04/2018 15:05;Start baking pizza;A
501;4010;23/04/2018 15:13;Baking pizza ready;A
501;4011;23/04/2018 15:18;Pizza arrives at customer;A
501;4012;23/04/2018 15:18;Plan route;A
501;4013;23/04/2018 15:18;Departure pizza;A
501;4014;23/04/2018 15:31;Payment customer;A
502;4015;02/02/2018 01:20;Start baking pizza;B
502;4016;02/02/2018 01:20;Start preparing pizza;A
502;4017;02/02/2018 01:20;Order by phone;A
502;4018;02/02/2018 01:36;Baking pizza ready;A
502;4019;02/02/2018 01:38;Start preparing pizza;B
502;4020;02/02/2018 01:41;Start baking pizza;A
502;4021;02/02/2018 01:48;Baking pizza ready;B
502;4022;02/02/2018 01:55;Plan route;A
502;4023;02/02/2018 01:56;Departure pizza;A
502;4024;02/02/2018 01:59;Pizza arrives at customer;A
502;4025;02/02/2018 02:03;Payment customer;A
503;4026;05/05/2018 21:15;Order at the counter (shop);A
503;4027;05/05/2018 21:18;Start preparing pizza;A
503;4028;05/05/2018 21:25;Start baking pizza;A
503;4029;05/05/2018 21:32;Baking pizza ready;A
503;4030;05/05/2018 21:32;Payment customer;A
504;4031;29/05/2018 09:11;Order by phone;A
504;4032;29/05/2018 09:13;Start preparing pizza;A
504;4033;29/05/2018 09:17;Start baking pizza;A
504;4034;29/05/2018 09:18;Baking pizza ready;A
504;4035;29/05/2018 09:20;Plan route;A
504;4036;29/05/2018 09:22;Departure pizza;A
504;4037;29/05/2018 09:30;Pizza arrives at customer;B
504;4038;29/05/2018 09:58;Payment customer;A
505;4039;15/03/2018 14:04;Start preparing pizza;A
505;4040;15/03/2018 14:04;Order by phone;A
505;4041;15/03/2018 14:06;Start baking pizza;B
505;4042;15/03/2018 14:12;Baking pizza ready;A
505;4043;15/03/2018 14:17;Plan route;A
505;4044;15/03/2018 14:18;Departure pizza;B
505;4045;15/03/2018 14:20;Pizza arrives at customer;A
505;4046;15/03/2018 14:44;Payment customer;A
506;4047;27/03/2018 19:47;Order at the counter (shop);A
506;4048;27/03/2018 19:48;Start preparing pizza;A
506;4049;27/03/2018 19:52;Baking pizza ready;B
506;4050;27/03/2018 19:52;Start baking pizza;B
506;4051;27/03/2018 19:53;Payment customer;B
507;4052;19/05/2018 02:08;Start preparing pizza;A
507;4053;19/05/2018 02:08;Order by phone;B
507;4054;19/05/2018 02:17;Call Customer;A
507;4055;19/05/2018 02:21;Start preparing pizza;A
507;4056;19/05/2018 02:26;Start baking pizza;A
507;4057;19/05/2018 02:38;Baking pizza ready;A
507;4058;19/05/2018 02:42;Departure pizza;B
507;4059;19/05/2018 02:42;Pizza arrives at customer;A
507;4060;19/05/2018 02:42;Plan route;B
507;4061;19/05/2018 03:21;Payment customer;A
508;4062;25/05/2018 15:18;Order by phone;B
508;4063;25/05/2018 15:19;Start preparing pizza;A
508;4064;25/05/2018 15:23;Start baking pizza;B
508;4065;25/05/2018 15:31;Baking pizza ready;A
508;4066;25/05/2018 15:36;Departure pizza;A
508;4067;25/05/2018 15:36;Plan route;B
508;4068;25/05/2018 15:43;Pizza arrives at customer;A
508;4069;25/05/2018 16:07;Payment customer;B
509;4070;15/06/2018 08:35;Order by phone;A
509;4071;15/06/2018 08:37;Start preparing pizza;A
509;4072;15/06/2018 08:39;Call Customer;A
509;4073;15/06/2018 08:46;Start baking pizza;A
509;4074;15/06/2018 08:46;Start preparing pizza;A
509;4075;15/06/2018 08:50;Baking pizza ready;B
509;4076;15/06/2018 08:54;Departure pizza;A
509;4077;15/06/2018 08:54;Plan route;B
509;4078;15/06/2018 08:59;Pizza arrives at customer;A
509;4079;15/06/2018 09:16;Payment customer;A
510;4080;19/02/2018 02:36;Order by phone;A
510;4081;19/02/2018 02:39;Start preparing pizza;A
510;4082;19/02/2018 02:40;Start baking pizza;A
510;4083;19/02/2018 03:03;Baking pizza ready;B
510;4084;19/02/2018 03:04;Start baking pizza;A
510;4085;19/02/2018 03:04;Start preparing pizza;A
510;4086;19/02/2018 03:15;Baking pizza ready;B
510;4087;19/02/2018 03:19;Plan route;A
510;4088;19/02/2018 03:20;Departure pizza;A
510;4089;19/02/2018 03:26;Pizza arrives at customer;A
510;4090;19/02/2018 03:27;Payment customer;A
511;4091;20/03/2018 06:23;Order by phone;A
511;4092;20/03/2018 06:26;Start preparing pizza;A
511;4093;20/03/2018 06:26;Start baking pizza;A
511;4094;20/03/2018 06:33;Baking pizza ready;B
511;4095;20/03/2018 06:35;Plan route;A
511;4096;20/03/2018 06:38;Departure pizza;A
511;4097;20/03/2018 06:43;Pizza arrives at customer;A
511;4098;20/03/2018 06:57;Payment customer;B
512;4099;15/05/2018 20:55;Order by phone;A
512;4100;15/05/2018 20:58;Start preparing pizza;A
512;4101;15/05/2018 21:05;Start baking pizza;B
512;4102;15/05/2018 21:09;Baking pizza ready;A
512;4103;15/05/2018 21:10;Plan route;A
512;4104;15/05/2018 21:13;Departure pizza;A
512;4105;15/05/2018 21:20;Pizza arrives at customer;A
512;4106;15/05/2018 21:32;Payment customer;A
513;4107;06/06/2018 14:57;Order by phone;B
513;4108;06/06/2018 14:59;Start preparing pizza;A
513;4109;06/06/2018 15:04;Start baking pizza;B
513;4110;06/06/2018 15:07;Baking pizza ready;A
513;4111;06/06/2018 15:08;Plan route;A
513;4112;06/06/2018 15:12;Departure pizza;A
513;4113;06/06/2018 15:19;Pizza arrives at customer;A
513;4114;06/06/2018 15:55;Payment customer;B
514;4115;22/07/2018 21:43;Order by phone;A
514;4116;22/07/2018 21:46;Start preparing pizza;A
514;4117;22/07/2018 21:49;Start baking pizza;A
514;4118;22/07/2018 22:08;Baking pizza ready;A
514;4119;22/07/2018 22:11;Start preparing pizza;A
514;4120;22/07/2018 22:17;Start baking pizza;A
514;4121;22/07/2018 22:22;Baking pizza ready;A
514;4122;22/07/2018 22:23;Plan route;B
514;4123;22/07/2018 22:28;Departure pizza;B
514;4124;22/07/2018 22:29;Pizza arrives at customer;A
514;4125;22/07/2018 23:05;Payment customer;B
515;4126;14/04/2018 07:09;Start order website;A
515;4127;14/04/2018 07:13;Receive order website;A
515;4128;14/04/2018 07:13;Approve order website;A
515;4129;14/04/2018 07:14;Payment via credit card;A
515;4130;14/04/2018 07:15;Call Customer;A
515;4131;14/04/2018 07:18;Start preparing pizza;A
515;4132;14/04/2018 07:20;Start baking pizza;A
516;4133;18/05/2018 08:45;Order at the counter (shop);A
516;4134;18/05/2018 08:46;Start preparing pizza;B
516;4135;18/05/2018 08:51;Start baking pizza;A
516;4136;18/05/2018 09:01;Payment customer;A
516;4137;18/05/2018 09:01;Baking pizza ready;A
517;4138;12/02/2018 01:07;Order by phone;A
517;4139;12/02/2018 01:08;Start preparing pizza;A
517;4140;12/02/2018 01:09;Start baking pizza;A
517;4141;12/02/2018 01:11;Baking pizza ready;A
517;4142;12/02/2018 01:13;Departure pizza;A
517;4143;12/02/2018 01:13;Plan route;B
517;4144;12/02/2018 01:22;Pizza arrives at customer;B
517;4145;12/02/2018 01:36;Payment customer;A
518;4146;05/06/2018 07:38;Order at the counter (shop);A
518;4147;05/06/2018 07:39;Start preparing pizza;A
518;4148;05/06/2018 07:40;Start baking pizza;B
518;4149;05/06/2018 07:53;Baking pizza ready;A
518;4150;05/06/2018 07:53;Payment customer;A
519;4151;05/02/2018 00:22;Order by phone;A
519;4152;05/02/2018 00:23;Start preparing pizza;A
519;4153;05/02/2018 00:27;Start baking pizza;A
519;4154;05/02/2018 00:28;Baking pizza ready;A
519;4155;05/02/2018 00:36;Start preparing pizza;B
519;4156;05/02/2018 00:38;Start baking pizza;A
519;4157;05/02/2018 00:48;Baking pizza ready;A
519;4158;05/02/2018 00:55;Plan route;A
519;4159;05/02/2018 00:58;Departure pizza;B
519;4160;05/02/2018 01:01;Pizza arrives at customer;B
519;4161;05/02/2018 01:03;Payment customer;A
520;4162;29/01/2018 02:57;Approve order website;A
520;4163;29/01/2018 02:57;Start order website;A
520;4164;29/01/2018 02:58;Receive order website;A
520;4165;29/01/2018 03:01;Payment via credit card;A
520;4166;29/01/2018 03:03;Start preparing pizza;B
520;4167;29/01/2018 03:10;Baking pizza ready;A
520;4168;29/01/2018 03:10;Start baking pizza;B
520;4169;29/01/2018 03:11;Plan route;A
520;4170;29/01/2018 03:13;Departure pizza;A
520;4171;29/01/2018 03:19;Pizza arrives at customer;B
520;4172;29/01/2018 03:28;Pizza received;B
521;4173;11/03/2018 19:23;Order by phone;A
521;4174;11/03/2018 19:24;Start preparing pizza;A
521;4175;11/03/2018 19:28;Start baking pizza;A
521;4176;11/03/2018 19:38;Baking pizza ready;A
521;4177;11/03/2018 19:39;Plan route;A
521;4178;11/03/2018 19:40;Departure pizza;A
521;4179;11/03/2018 19:40;Pizza arrives at customer;A
521;4180;11/03/2018 20:04;Payment customer;A
522;4181;30/03/2018 16:31;Start order website;A
522;4182;30/03/2018 16:37;Approve order website;A
522;4183;30/03/2018 16:38;Receive order website;A
522;4184;30/03/2018 16:41;Call Customer;A
522;4185;30/03/2018 16:48;Start preparing pizza;A
522;4186;30/03/2018 16:51;Start baking pizza;A
522;4187;30/03/2018 17:03;Baking pizza ready;A
522;4188;30/03/2018 17:04;Plan route;B
522;4189;30/03/2018 17:07;Departure pizza;A
522;4190;30/03/2018 17:13;Pizza arrives at customer;A
522;4191;30/03/2018 17:33;Payment customer;A
523;4192;14/04/2018 22:03;Order by phone;A
523;4193;14/04/2018 22:04;Start baking pizza;B
523;4194;14/04/2018 22:04;Start preparing pizza;B
523;4195;14/04/2018 22:14;Baking pizza ready;A
523;4196;14/04/2018 22:20;Start preparing pizza;A
523;4197;14/04/2018 22:22;Start baking pizza;A
523;4198;14/04/2018 22:33;Baking pizza ready;B
523;4199;14/04/2018 22:33;Plan route;A
523;4200;14/04/2018 22:37;Departure pizza;A
523;4201;14/04/2018 22:42;Pizza arrives at customer;A
523;4202;14/04/2018 22:56;Payment customer;A
524;4203;14/03/2018 05:59;Start preparing pizza;A
524;4204;14/03/2018 05:59;Order by phone;B
524;4205;14/03/2018 06:05;Start baking pizza;B
524;4206;14/03/2018 06:06;Baking pizza ready;B
524;4207;14/03/2018 06:11;Plan route;A
524;4208;14/03/2018 06:14;Departure pizza;A
524;4209;14/03/2018 06:17;Pizza arrives at customer;A
524;4210;14/03/2018 06:21;Payment customer;A
526;4211;04/06/2018 18:57;Order by phone;A
526;4212;04/06/2018 18:57;Start preparing pizza;A
526;4213;04/06/2018 19:01;Start baking pizza;B
526;4214;04/06/2018 19:11;Baking pizza ready;B
526;4215;04/06/2018 19:13;Plan route;B
526;4216;04/06/2018 19:18;Departure pizza;A
526;4217;04/06/2018 19:25;Pizza arrives at customer;A
526;4218;04/06/2018 20:02;Payment customer;A
527;4219;18/02/2018 12:49;Order by phone;B
527;4220;18/02/2018 12:50;Start preparing pizza;A
527;4221;18/02/2018 12:57;Start baking pizza;A
527;4222;18/02/2018 13:02;Baking pizza ready;B
527;4223;18/02/2018 13:06;Plan route;B
527;4224;18/02/2018 13:07;Departure pizza;A
527;4225;18/02/2018 13:07;Pizza arrives at customer;A
527;4226;18/02/2018 13:33;Payment customer;B
528;4227;24/03/2018 16:56;Order at the counter (shop);A
528;4228;24/03/2018 16:58;Start baking pizza;A
528;4229;24/03/2018 16:58;Start preparing pizza;B
528;4230;24/03/2018 17:00;Baking pizza ready;B
528;4231;24/03/2018 17:00;Payment customer;A
529;4232;10/05/2018 02:34;Start order website;A
529;4233;10/05/2018 02:44;Approve order website;A
529;4234;10/05/2018 02:45;Payment via credit card;A
529;4235;10/05/2018 02:45;Receive order website;A
529;4236;10/05/2018 02:49;Start preparing pizza;B
529;4237;10/05/2018 02:50;Start baking pizza;B
529;4238;10/05/2018 02:57;Baking pizza ready;A
529;4239;10/05/2018 03:02;Plan route;A
529;4240;10/05/2018 03:07;Departure pizza;A
529;4241;10/05/2018 03:14;Pizza arrives at customer;A
529;4242;10/05/2018 03:50;Pizza received;B
